Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Apartment block for sale,Rue des Martyrs 54,"€455,000",7 bedrooms | 370 m² ,7 bedrooms,No,USA semi equipped,As new,80 m² ,Yes
House for sale,Rue de la Bouchaille 220,"€469,000",5 bedrooms | 242 m² ,5 bedrooms,No,Semi equipped,Good,20848 m² ,Yes
Villa for sale,Route du Condroz 58,"€475,000",3 bedrooms | 190 m² ,3 bedrooms,No,Hyper equipped,As new,20848 m² ,Yes
Mixed-use building for sale,Grand Chemin 401,"€475,000",4 bedrooms | 185 m² ,4 bedrooms,No,Hyper equipped,As new,20848 m² ,No
Town-house for sale,3090 — Overijse,"€482,000",3 bedrooms,3 bedrooms,No,Installed,As new,296 m² ,No
House for sale,Hertsvelde-West 19,"€489,000",4 bedrooms | 134 m² ,4 bedrooms,No,Installed,As new,296 m² ,No
Exceptional property for sale,Boeslinter 20,"€495,000",6 bedrooms | 252 m² ,6 bedrooms,No,Hyper equipped,Good,4432 m² ,No
Exceptional property for sale,cinquant 21,"€495,000",4 bedrooms | 235 m² ,4 bedrooms,No,Hyper equipped,As new,4432 m² ,No
House for sale,1090 — Jette,"€499,000",3 bedrooms | 235 m² ,3 bedrooms,No,Hyper equipped,As new,4432 m² ,No
Villa for sale,Gauwerstraat 31,"€499,000",4 bedrooms | 205 m² ,4 bedrooms,No,Hyper equipped,As new,4432 m² ,No
Villa for sale,1410 — Waterloo,"€510,000",4 bedrooms | 130 m² ,4 bedrooms,No,Installed,As new,4432 m² ,No
House for sale,6717 — NOBRESSART,"€519,000",4 bedrooms | 200 m² ,4 bedrooms,No,USA hyper equipped,As new,60 m² ,No
House for sale,Les Champs Vignettes 25,"€525,000",5 bedrooms | 485 m² ,5 bedrooms,No,Installed,As new,2672 m² ,No
Villa for sale,8300 — KNOKKE,"€525,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,To renovate,2672 m² ,No
House for sale,Lavendelweg 5,"€525,000",3 bedrooms | 230 m² ,3 bedrooms,No,Installed,Good,2672 m² ,No
Villa for sale,Burgemeester Maurice Goethalslaan 20.,"€529,000",4 bedrooms | 490 m² ,4 bedrooms,No,Installed,Good,2672 m² ,No
House for sale,Rue Bois Saint Paul 30,"€535,000",5 bedrooms | 220 m² ,5 bedrooms,No,USA hyper equipped,As new,1374 m² ,No
Villa for sale,Kriekmoerstraat 14.,"€539,000",5 bedrooms,5 bedrooms,No,Installed,As new,1374 m² ,No
House for sale,Rue Jules Adant 45,"€548,000",3 bedrooms | 163 m² ,3 bedrooms,No,USA installed,As new,1374 m² ,No
Mansion for sale,4000 — LIEGE,"€548,000",6 bedrooms | 360 m² ,6 bedrooms,No,USA installed,Good,340 m² ,No
House for sale,1180 — Uccle,"€575,000",5 bedrooms | 193 m² ,5 bedrooms,No,USA installed,Good,105 m² ,No
Apartment block for sale,Raphaelstraat 3,"€579,000",1 bedroom | 260 m² ,1 bedroom,No,Installed,Good,105 m² ,No
House for sale,1440 — BRAINE-LE-CHÂTEAU,"€595,000",5 bedrooms | 245 m² ,5 bedrooms,No,Installed,Good,105 m² ,No
Mixed-use building for sale,Rue Piretfontaine 14 Box 4140,"€598,000",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,To be done up,800 m² ,No
House for sale,Avenue de la libération 4,"€599,000",20 bedrooms | 994 m² ,20 bedrooms,No,Installed,Good,800 m² ,No
Villa for sale,1652 — Beersel Alsemberg,"€625,000",4 bedrooms | 235 m² ,4 bedrooms,No,Installed,Good,800 m² ,Yes
Villa for sale,Lijsterlaan 31,"€627,000",5 bedrooms | 300 m² ,5 bedrooms,No,Hyper equipped,As new,840 m² ,No
House for sale,1630 — Linkebeek,"€645,000",4 bedrooms | 155 m² ,4 bedrooms,No,USA hyper equipped,As new,840 m² ,No
Apartment for sale,1932 — Zaventem Sint-Stevens-Woluwe,"€345,000",2 bedrooms | 90 m² ,2 bedrooms,No,USA hyper equipped,Good,840 m² ,No
Apartment for sale,Avenue Circulaire 144C,"€599,000",4 bedrooms | 182 m² ,4 bedrooms,No,Hyper equipped,Good,840 m² ,Yes
Apartment block for sale,Oever 33,"€1,400",13 bedrooms | 575 m² ,13 bedrooms,No,Hyper equipped,Good,840 m² ,Yes
House for sale,Aarschotsesteenweg 236,"€279,000",2 bedrooms | 121 m² ,2 bedrooms,No,Semi equipped,Good,840 m² ,Yes
House for sale,6240 — Farciennes,"€99,000",3 bedrooms | 82 m² ,3 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 7,"€355,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,Yes
Mansion for sale,Naamsesteenweg 5,"€649,000",5 bedrooms | 202 m² ,5 bedrooms,No,Installed,As new,656 m² ,Yes
House for sale,Rue du Pont de Fosset 8,"€649,000",3 bedrooms | 259 m² ,3 bedrooms,No,Hyper equipped,As new,9000 m² ,Yes
Villa for sale,1420 — Braine-l'Alleud,"€650,000",4 bedrooms | 283 m² ,4 bedrooms,No,Installed,Just renovated,9000 m² ,No
House for sale,Rue du Verger 61,"€650,000",5 bedrooms | 205 m² ,5 bedrooms,No,Installed,Just renovated,2045 m² ,No
Villa for sale,Speelstraat 24,"€650,000",7 bedrooms | 480 m² ,7 bedrooms,No,Installed,Just renovated,2045 m² ,No
House for sale,Dijkstraat 108,"€669,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Just renovated,2045 m² ,No
Apartment block for sale,Molenmeers 23,"€675,000",3 bedrooms | 205 m² ,3 bedrooms,No,Hyper equipped,Just renovated,2045 m² ,No
House for sale,Gistelse Steenweg 39,"€675,000",2 bedrooms | 234 m² ,2 bedrooms,No,Installed,Good,34 m² ,No
Villa for sale,Wichelsesteenweg 181,"€675,000",7 bedrooms | 350 m² ,7 bedrooms,No,Hyper equipped,As new,34 m² ,No
Exceptional property for sale,7050 — Jurbise,"€690,000",3 bedrooms | 230 m² ,3 bedrooms,No,USA hyper equipped,Good,34 m² ,No
House for sale,Groot Overlaar 206,"€695,000",4 bedrooms | 310 m² ,4 bedrooms,No,Hyper equipped,Good,3041 m² ,No
Mixed-use building for sale,Rue Escofiette 12,"€695,000",11 bedrooms | 478 m² ,11 bedrooms,No,Not installed,Good,3041 m² ,No
House for sale,Rue Escofiette 12,"€695,000",11 bedrooms | 478 m² ,11 bedrooms,No,Not installed,Good,3041 m² ,No
Mansion for sale,Jan-Baptist Desmethstraat 19,"€725,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,3041 m² ,No
Mixed-use building for sale,Nederkouter 119,"€738,000",4 bedrooms | 460 m² ,4 bedrooms,No,Installed,Good,3041 m² ,No
Mixed-use building for sale,Rue Eugène Houdret 79,"€750,000",9 bedrooms,9 bedrooms,No,Installed,Good,3041 m² ,No
Mixed-use building for sale,Rue de Bastogne 108,"€750,000",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,3041 m² ,No
Mixed-use building for sale,"Tolhuislaan 185 Box a,b,c","€750,000",5 bedrooms | 180 m² ,5 bedrooms,No,USA installed,To be done up,3041 m² ,No
Villa for sale,Pilatusveld 7,"€775,000",4 bedrooms | 285 m² ,4 bedrooms,No,USA hyper equipped,Just renovated,675 m² ,No
House for sale,1560 — Hoeilaart,"€785,000",2 bedrooms | 185 m² ,2 bedrooms,No,Installed,Just renovated,639 m² ,No
Country house for sale,Rue Raymond Beaucarne 167,"€795,000",7 bedrooms,7 bedrooms,No,Installed,Good,639 m² ,No
House for sale,Graaf Jansdijk 61,"€835,000",4 bedrooms | 151 m² ,4 bedrooms,No,Hyper equipped,As new,639 m² ,No
Villa for sale,Elzendreef 10,"€845,000",5 bedrooms | 530 m² ,5 bedrooms,No,Installed,Good,2500 m² ,No
House for sale,Walstraat 22,"€845,000",3 bedrooms | 178 m² ,3 bedrooms,No,Hyper equipped,As new,2500 m² ,No
Exceptional property for sale,Voskenslaan 294,"€895,000",5 bedrooms | 200 m² ,5 bedrooms,Yes,Installed,As new,2500 m² ,No
House for sale,5500 — Dinant,"€900,000",9 bedrooms | 467 m² ,9 bedrooms,No,Installed,As new,1929 m² ,No
House for sale,1000 — Bruxelles,"€935,000",5 bedrooms | 327 m² ,5 bedrooms,No,Installed,To be done up,1 m² square meter,No
House for sale,5030 — LONZEE,"€950,000",5 bedrooms,5 bedrooms,No,Hyper equipped,As new,1 m² square meter,Yes
House for sale,8300 — Knokke-Heist,"€995,000",6 bedrooms | 215 m² ,6 bedrooms,No,Semi equipped,To renovate,1 m² square meter,Yes
Exceptional property for sale,Groenstraat 19,"€1,050",6 bedrooms | 470 m² ,6 bedrooms,No,Installed,Just renovated,1 m² square meter,Yes
House for sale,6240 — Farciennes,"€99,000",3 bedrooms | 82 m² ,3 bedrooms,No,Not installed,Just renovated,59 m² ,Yes
Villa for sale,Rue des Prêtres 7,"€355,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Just renovated,59 m² ,Yes
Villa for sale,Rue des Prêtres 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Just renovated,59 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Just renovated,656 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Just renovated,601 m² ,Yes
Apartment for sale,Val Mèlèye 13 / 6A,"€95,000",1 bedroom | 36 m² ,1 bedroom,Yes,Installed,Just renovated,601 m² ,Yes
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,Yes
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,Yes
Apartment block for sale,Oudenaardsesteenweg 862,"€1,149",3 bedrooms,3 bedrooms,No,Installed,As new,601 m² ,Yes
Mixed-use building for sale,Lange Violettestraat 116,"€1,190",4 bedrooms | 421 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,Yes
Manor house for sale,9420 — ERPE MERE,"€1,195",4 bedrooms | 323 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,Yes
Country house for sale,Donkerstraat 46,"€1,199",4 bedrooms | 302 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,No
House for sale,Donkerstraat 46,"€1,199",4 bedrooms | 302 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,No
Villa for sale,Donkerstraat 46,"€1,199",4 bedrooms | 302 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,No
House for sale,Witte Duivenhof 41,"€1,225",4 bedrooms | 194 m² ,4 bedrooms,No,USA hyper equipped,As new,601 m² ,No
Mansion for sale,Amerikalei 103,"€1,295",5 bedrooms | 430 m² ,5 bedrooms,No,Installed,As new,601 m² ,No
Mansion for sale,Begijnhoflaan 115,"€1,300",4 bedrooms | 518 m² ,4 bedrooms,No,Semi equipped,To renovate,601 m² ,Yes
Villa for sale,8300 — Knokke-Heist,"€1,350",7 bedrooms | 345 m² ,7 bedrooms,No,Hyper equipped,As new,1475 m² ,No
House for sale,1380 — Lasne,"€1,450",6 bedrooms | 486 m² ,6 bedrooms,No,Semi equipped,To be done up,1475 m² ,No
Mansion for sale,2018 — Antwerp,"€1,495",4 bedrooms | 442 m² ,4 bedrooms,No,Hyper equipped,As new,1475 m² ,Yes
Farmhouse for sale,4920 — Aywaille,"€1,495",3 bedrooms | 447 m² ,3 bedrooms,No,Hyper equipped,To be done up,1475 m² ,Yes
House for sale,"Rue des Dolmens, Wéris 32","€1,500",3 bedrooms,3 bedrooms,No,Hyper equipped,To be done up,1475 m² ,Yes
House for sale,Astridlaan 30,"€1,750",11 bedrooms | 545 m² ,11 bedrooms,No,Semi equipped,To be done up,1475 m² ,No
House for sale,Elizabetlaan 309,"€1,775",8 bedrooms | 356 m² ,8 bedrooms,No,Hyper equipped,As new,1475 m² ,No
Villa for sale,Elizabetlaan 309,"€1,775",8 bedrooms | 350 m² ,8 bedrooms,No,Hyper equipped,As new,1475 m² ,No
House for sale,"Elizabetlaan 309,","€1,775",8 bedrooms | 356 m² ,8 bedrooms,No,Installed,Good,40 m² ,No
Villa for sale,1640 — RHODE-SAINT-GENESE,"€1,900",4 bedrooms | 450 m² ,4 bedrooms,No,Hyper equipped,As new,40 m² ,No
Villa for sale,1180 — Uccle,"€1,975",6 bedrooms | 340 m² ,6 bedrooms,No,Installed,As new,40 m² ,No
Mansion for sale,1190 — Forest,"€2,295",5 bedrooms | 485 m² ,5 bedrooms,No,Installed,As new,40 m² ,No
Apartment block for sale,1040 — Etterbeek,"€2,400",7 bedrooms,7 bedrooms,No,Installed,Good,50 m² ,No
Mansion for sale,Charles de Kerchovelaan 7,"€2,600",5 bedrooms | 621 m² ,5 bedrooms,No,USA hyper equipped,As new,1273 m² ,Yes
Villa for sale,1380 — Lasne,"€2,750",7 bedrooms | 680 m² ,7 bedrooms,No,Hyper equipped,As new,1273 m² ,Yes
Villa for sale,Prins Albertlei 34,"€3,690",3 bedrooms | 980 m² ,3 bedrooms,No,Hyper equipped,As new,1273 m² ,Yes
House for sale,9111 — Sint-Niklaas Belsele,"€3,750",5 bedrooms | 362 m² ,5 bedrooms,No,Hyper equipped,As new,1273 m² ,Yes
Town-house for sale,Drapstraat 6,"€250,000",2 bedrooms | 159 m² ,2 bedrooms,No,Hyper equipped,To renovate,1273 m² ,Yes
Bungalow for sale,Brielstraat 51,"€299,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,Good,750 m² ,No
House for sale,Halfuurdreef 135,"€369,000",3 bedrooms | 178 m² ,3 bedrooms,No,Installed,Good,750 m² ,No
House for sale,Hélène Maréchalhof 9,"€388,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,Good,750 m² ,No
Apartment for sale,1932 — Zaventem Sint-Stevens-Woluwe,"€345,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,Good,750 m² ,No
Apartment for sale,Avenue Circulaire 144C,"€599,000",4 bedrooms | 182 m² ,4 bedrooms,No,Hyper equipped,Good,750 m² ,Yes
Apartment block for sale,Oever 33,"€1,400",13 bedrooms | 575 m² ,13 bedrooms,No,Hyper equipped,Good,750 m² ,Yes
House for sale,Aarschotsesteenweg 236,"€279,000",2 bedrooms | 121 m² ,2 bedrooms,No,Semi equipped,Good,750 m² ,Yes
House for sale,6240 — Farciennes,"€99,000",3 bedrooms | 82 m² ,3 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 7,"€355,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,Yes
House for sale,Duivelshofstraat 18,"€460,000",3 bedrooms | 177 m² ,3 bedrooms,No,Installed,Good,125 m² ,No
Mixed-use building for sale,Rateaulaan 24A,"€1,250",18 bedrooms | 700 m² ,18 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Botermelkstraat 126,"€225,000",2 bedrooms | 175 m² ,2 bedrooms,No,Installed,As new,125 m² ,No
House for sale,Rue Général Leman 7,"€90,000",1 bedroom | 67 m² ,1 bedroom,No,Installed,Good,125 m² ,No
House for sale,7973 — STAMBRUGES,"€174,000",2 bedrooms | 136 m² ,2 bedrooms,No,Semi equipped,Good,335 m² ,No
Apartment block for sale,Place Albert 1er 21,"€220,000",3 bedrooms | 180 m² ,3 bedrooms,No,Not installed,To renovate,335 m² ,No
House for sale,Avenue du Cimetière 15,"€249,000",3 bedrooms | 188 m² ,3 bedrooms,No,Installed,To renovate,335 m² ,No
House for sale,Opstalstraat 25,"€349,000",2 bedrooms | 172 m² ,2 bedrooms,No,Installed,To renovate,335 m² ,No
Exceptional property for sale,Otto Veniusstraat 27,"€550,000",6 bedrooms | 570 m² ,6 bedrooms,No,Installed,As new,80 m² ,No
House for sale,Rue des ardennes 212,"€259,000",4 bedrooms | 215 m² ,4 bedrooms,No,Installed,As new,80 m² ,No
House for sale,Stichelendries 78,"€260,000",3 bedrooms | 161 m² ,3 bedrooms,No,Installed,As new,80 m² ,No
House for sale,Antwerpse steenweg 1,"€265,000",4 bedrooms | 231 m² ,4 bedrooms,No,Installed,To be done up,80 m² ,No
House for sale,Wulfhoekstraat 24,"€283,137",3 bedrooms,3 bedrooms,No,Not installed,To be done up,80 m² ,No
House for sale,Leuvensesteenweg,"€425,000",3 bedrooms | 263 m² ,3 bedrooms,No,Installed,To be done up,80 m² ,No
House for sale,Wandelweg 10,"€441,132",4 bedrooms | 174 m² ,4 bedrooms,No,Hyper equipped,As new,356 m² ,No
House for sale,Leuvensesteenweg,"€475,000",3 bedrooms | 247 m² ,3 bedrooms,No,Installed,As new,356 m² ,No
House for sale,Leuvensesteenweg,"€475,000",3 bedrooms | 247 m² ,3 bedrooms,No,Installed,As new,356 m² ,No
House for sale,Leuvensesteenweg,"€475,000",3 bedrooms | 242 m² ,3 bedrooms,No,Installed,As new,356 m² ,No
Villa for sale,Haaipanderstraat 83,"€815,000",4 bedrooms | 426 m² ,4 bedrooms,No,Installed,As new,356 m² ,No
House for sale,"Arthur Putzeysstraat 24,","€215,000",3 bedrooms | 173 m² ,3 bedrooms,No,Not installed,To renovate,18 m² ,No
House for sale,Collegestraat 46,"€220,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,As new,18 m² ,No
House for sale,Guido Gezellestraat 63,"€290,000",3 bedrooms | 160 m² ,3 bedrooms,No,USA hyper equipped,Just renovated,18 m² ,No
House for sale,1420 — Braine-l'Alleud,"€325,000",3 bedrooms | 112 m² ,3 bedrooms,No,Installed,Good,18 m² ,No
House for sale,Klein Galgenveld 16,"€499,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,As new,180 m² ,No
Exceptional property for sale,Koninksemstraat 37,"€675,000",4 bedrooms | 300 m² ,4 bedrooms,No,Hyper equipped,As new,180 m² ,No
House for sale,Overvloedstraat 4,"€95,000",3 bedrooms | 128 m² ,3 bedrooms,No,Hyper equipped,As new,180 m² ,No
Villa for sale,Route du Condroz 14,"€195,000",4 bedrooms | 196 m² ,4 bedrooms,No,Hyper equipped,As new,180 m² ,No
House for sale,Freux-la-rue 42,"€215,000",5 bedrooms | 256 m² ,5 bedrooms,No,Not installed,As new,950 m² ,No
Villa for sale,7712 — Herseaux,"€279,000",2 bedrooms | 164 m² ,2 bedrooms,No,Not installed,Good,430 m² ,No
House for sale,Wittewalle 110,"€419,000",4 bedrooms | 187 m² ,4 bedrooms,No,Not installed,Good,430 m² ,No
Apartment for sale,1932 — Zaventem Sint-Stevens-Woluwe,"€345,000",2 bedrooms | 90 m² ,2 bedrooms,No,Not installed,Good,430 m² ,No
Apartment for sale,Avenue Circulaire 144C,"€599,000",4 bedrooms | 182 m² ,4 bedrooms,No,Hyper equipped,Good,430 m² ,Yes
Apartment block for sale,Oever 33,"€1,400",13 bedrooms | 575 m² ,13 bedrooms,No,Hyper equipped,Good,430 m² ,Yes
House for sale,Aarschotsesteenweg 236,"€279,000",2 bedrooms | 121 m² ,2 bedrooms,No,Semi equipped,Good,430 m² ,Yes
House for sale,6240 — Farciennes,"€99,000",3 bedrooms | 82 m² ,3 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 7,"€355,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
Villa for sale,Rue des Prêtres 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,Good,59 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,Yes
Mixed-use building for sale,1000 — Brussels City,"€725,000",3 bedrooms | 265 m² ,3 bedrooms,No,Installed,Good,656 m² ,Yes
Mansion for sale,Weggevoerdenstraat 5-7-9,"€770,000",5 bedrooms,5 bedrooms,No,Installed,To restore,656 m² ,Yes
House for sale,Obterrestraat 3,"€165,000",3 bedrooms | 102 m² ,3 bedrooms,No,USA installed,Just renovated,656 m² ,No
House for sale,Geluwesesteenweg 20,"€199,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To renovate,656 m² ,No
House for sale,Krekelmotestraat 106,"€299,000",3 bedrooms | 124 m² ,3 bedrooms,No,Semi equipped,To be done up,656 m² ,No
House for sale,Korenbloemstraat 25,"€345,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,As new,656 m² ,No
Mansion for sale,Emile van Arenberghstraat 13,"€465,000",6 bedrooms | 249 m² ,6 bedrooms,No,Installed,As new,42 m² ,No
House for sale,Rue Albert Brachet 31,"€105,000",3 bedrooms,3 bedrooms,No,Installed,As new,42 m² ,No
House for sale,Groenstraat 48,"€489,000",4 bedrooms,4 bedrooms,No,Installed,As new,1100 m² ,No
Mansion for sale,Rue Marcel Creusiaux 65,"€169,000",4 bedrooms | 235 m² ,4 bedrooms,No,Semi equipped,To renovate,100 m² ,No
House for sale,Rue du bois 48,"€189,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,To renovate,100 m² ,No
House for sale,Rue du bois 48,"€189,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,To renovate,100 m² ,No
House for sale,"Hendrik Prootstraat 19,","€220,000",2 bedrooms | 104 m² ,2 bedrooms,Yes,Installed,Good,50 m² ,No
House for sale,7850 — PETIT-ENGHIEN,"€260,000",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,Good,50 m² ,No
House for sale,"Beekstraat 82,","€310,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Nieuwbeekstraat 137,"€330,000",3 bedrooms | 180 m² ,3 bedrooms,No,USA installed,Good,50 m² ,No
House for sale,"Pierlapont 89,","€349,000",2 bedrooms | 208 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Kleine Zuidstraat LOT./62,"€361,718",3 bedrooms | 202 m² ,3 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Bergensesteenweg 110,"€390,000",7 bedrooms | 250 m² ,7 bedrooms,No,Semi equipped,To be done up,50 m² ,No
Leeuwhof,Veertienhoek 1,"€344,630",3 bedrooms | 196 - 218 m² ,3 bedrooms,No,Semi equipped,To be done up,50 m² ,No
House for sale,Rue des Courteaux 123,"€199,000",2 bedrooms | 164 m² ,2 bedrooms,No,Installed,To be done up,522 m² ,No
House for sale,"Amersveldestraat 9,","€250,000",3 bedrooms | 190 m² ,3 bedrooms,No,Installed,Good,522 m² ,No
Country house for sale,Wellingstraat 15/;,"€410,000",4 bedrooms | 187 m² ,4 bedrooms,No,Installed,Good,522 m² ,No
Villa for sale,1470 — Genappe,"€435,000",3 bedrooms | 225 m² ,3 bedrooms,No,Installed,To be done up,522 m² ,No
House for sale,Rue Armand Michaux 77,"€118,500",2 bedrooms | 82 m² ,2 bedrooms,No,Not installed,To be done up,100 m² ,No
House for sale,Rue de Hollogne 199,"€179,000",3 bedrooms | 125 m² ,3 bedrooms,No,Semi equipped,Good,100 m² ,No
House for sale,7331 — Baudour,"€210,000",4 bedrooms | 117 m² ,4 bedrooms,No,Installed,Good,399 m² ,No
Villa for sale,Crawhez 4,"€795,000",4 bedrooms | 334 m² ,4 bedrooms,No,Hyper equipped,As new,950 m² ,No
House for sale,"Altenaken 24,","€294,000",3 bedrooms | 157 m² ,3 bedrooms,No,Installed,To renovate,436 m² ,No
Castle for sale,Kasteelstraat 10,"€2,950",30 bedrooms | 1200 m² ,30 bedrooms,No,Installed,To renovate,436 m² ,No
House for sale,6240 — Farciennes,"€99,000",3 bedrooms | 82 m² ,3 bedrooms,No,Not installed,To renovate,59 m² ,No
Villa for sale,Rue des Prêtres 7,"€355,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,To renovate,59 m² ,No
Villa for sale,Rue des Prêtres 9,"€375,000",4 bedrooms | 200 m² ,4 bedrooms,No,Not installed,To renovate,59 m² ,No
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,To renovate,656 m² ,No
House for sale,Rue &#201;mile Vandervelde 112,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,To renovate,601 m² ,No
Apartment for sale,Val Mèlèye 13 / 6A,"€95,000",1 bedroom | 36 m² ,1 bedroom,Yes,Installed,To renovate,601 m² ,No
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,7130 — Binche,"€95,000",2 bedrooms | 97 m² ,2 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Avenue Champ de Bataille 294,"€199,000",4 bedrooms | 146 m² ,4 bedrooms,No,Installed,Good,601 m² ,No
Villa for sale,Rue des Vieux Sarts 2,"€359,000",2 bedrooms | 138 m² ,2 bedrooms,No,Installed,As new,601 m² ,No
House for sale,Gudrunlaan 24,"€399,000",4 bedrooms | 218 m² ,4 bedrooms,No,Hyper equipped,As new,601 m² ,No
Exceptional property for sale,Rue Raymond Luyckx 1,"€950,000",5 bedrooms | 392 m² ,5 bedrooms,No,Hyper equipped,As new,601 m² ,No
House for sale,*SR Place de la Victoire 88,"€85,000",1 bedroom | 100 m² ,1 bedroom,No,Not installed,Good,601 m² ,No
House for sale,"Bissegemsestraat 101,","€259,900",3 bedrooms | 160 m² ,3 bedrooms,No,Not installed,Good,601 m² ,No
House for sale,Tervuursestraat 84,"€285,000",2 bedrooms | 93 m² ,2 bedrooms,No,Not installed,To be done up,601 m² ,No
House for sale,1050 — Ixelles,"€450,000",2 bedrooms | 120 m² ,2 bedrooms,No,Installed,Good,601 m² ,No
House for sale,Lostraat 74/A,"€750,000",3 bedrooms | 315 m² ,3 bedrooms,No,Installed,To be done up,601 m² ,No
House for sale,Lostraat 74/A,"€750,000",3 bedrooms | 315 m² ,3 bedrooms,No,Installed,To be done up,601 m² ,No
House for sale,entre Boverie et Pairay,"€30,000",2 bedrooms | 95 m² ,2 bedrooms,No,Installed,Good,601 m² ,No
House for sale,Rue du Coucou 31,"€75,000",1 bedroom | 70 m² ,1 bedroom,No,Semi equipped,To renovate,97 m² ,No
House for sale,RO - Rue Decrucq 98,"€80,000",2 bedrooms | 147 m² ,2 bedrooms,No,Not installed,To renovate,250 m² ,No
Mixed-use building for sale,Groenstraat 1,"€88,000",44 m² ,44 m² square meters livable space,No,Not installed,To renovate,250 m² ,No
House for sale,"Halewijnstraat 95,","€89,000",2 bedrooms | 120 m² ,2 bedrooms,No,Not installed,To renovate,250 m² ,No
House for sale,7712 — Herseaux,"€95,000",2 bedrooms | 74 m² ,2 bedrooms,No,Installed,Just renovated,250 m² ,No
House for sale,7340 — WASMES,"€99,900",2 bedrooms | 88 m² ,2 bedrooms,No,Installed,Good,250 m² ,No
House for sale,Rue de l'yser 90,"€115,000",3 bedrooms | 114 m² ,3 bedrooms,No,USA installed,Good,250 m² ,No
