Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Hyper equipped,As new,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Hyper equipped,As new,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Hyper equipped,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Trinellestraat 2,"€425,000",5 bedrooms | 226 m² ,5 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Villa for sale,Avenue des Peupliers 12,"€430,000",5 bedrooms | 206 m² ,5 bedrooms,No,USA hyper equipped,As new,751 m² ,No
House for sale,"Tieltstraat 2,","€430,000",4 bedrooms | 193 m² ,4 bedrooms,No,Installed,Good,751 m² ,No
House for sale,Heuvelstraat 197A,"€445,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,Good,751 m² ,No
Exceptional property for sale,Perrestraat 13,"€449,000",4 bedrooms | 225 m² ,4 bedrooms,No,Hyper equipped,As new,497 m² ,No
Exceptional property for sale,Perrestraat 9,"€449,000",4 bedrooms | 225 m² ,4 bedrooms,No,Hyper equipped,As new,591 m² ,No
Town-house for sale,Rue Denis Verdonck - Denis Verdonckstraat 38,"€450,000",3 bedrooms,3 bedrooms,No,Installed,As new,1 m² square meter,No
Mixed-use building for sale,Jan Vanderstraetenstraat 166,"€460,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,As new,300 m² ,No
House for sale,8800 — Roeselare,"€475,000",5 bedrooms | 303 m² ,5 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Kruisabeel 13,"€475,000",3 bedrooms | 355 m² ,3 bedrooms,No,Installed,As new,300 m² ,No
House for sale,"Engelbert van Arenbergstraat 18,","€495,000",6 bedrooms | 220 m² ,6 bedrooms,No,Installed,To be done up,32 m² ,No
House for sale,Mechelsesteenweg 206,"€498,000",4 bedrooms | 370 m² ,4 bedrooms,No,Installed,Just renovated,300 m² ,No
House for sale,"Brugse-Mettenstraat 1,","€519,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
Villa for sale,Nieuwgrachtstraat 2,"€519,000",4 bedrooms | 239 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Kruisstraat 104,"€525,000",5 bedrooms | 400 m² ,5 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,Bergstraat 11,"€595,000",3 bedrooms | 245 m² ,3 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,Driftweg 131,"€595,000",4 bedrooms | 245 m² ,4 bedrooms,No,Installed,As new,1500 m² ,No
Country house for sale,Borloweg 37,"€600,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,1500 m² ,No
Apartment block for sale,Porte d'Ogy 62,"€610,000",9 bedrooms,9 bedrooms,No,Installed,To be done up,1500 m² ,No
Villa for sale,1570 — Galmaarden,"€615,000",3 bedrooms | 365 m² ,3 bedrooms,No,Hyper equipped,Just renovated,1500 m² ,No
House for sale,8300 — Knokke-Heist,"€625,000",3 bedrooms | 154 m² ,3 bedrooms,No,USA hyper equipped,As new,1500 m² ,No
House for sale,1180 — Uccle,"€645,000",4 bedrooms | 160 m² ,4 bedrooms,No,Not installed,As new,1500 m² ,No
House for sale,Pepersstraat 24,"€649,000",4 bedrooms | 124 m² ,4 bedrooms,No,Not installed,Just renovated,1500 m² ,No
House for sale,Meeuwenlaan 15,"€665,000",4 bedrooms | 186 m² ,4 bedrooms,No,Not installed,Just renovated,1500 m² ,No
Villa for sale,Kan. Bittremieuxlaan 83,"€699,000",5 bedrooms | 288 m² ,5 bedrooms,No,Not installed,Just renovated,1500 m² ,No
Villa for sale,"Karel Verhaegenlaan 9,","€715,000",4 bedrooms,4 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,3020 — Herent,"€720,000",4 bedrooms | 298 m² ,4 bedrooms,No,Installed,Good,1500 m² ,No
Mansion for sale,Chaussée De Jolimont 124,"€795,000",7 bedrooms,7 bedrooms,No,Installed,As new,1500 m² ,No
House for sale,De Judestraat 35,"€795,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,Just renovated,1500 m² ,No
House for sale,"Veurnestraat 2,","€795,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Just renovated,1500 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,Just renovated,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,Just renovated,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Mixed-use building for sale,Schepenhuisstraat 37,"€795,000",4 bedrooms | 300 m² ,4 bedrooms,No,USA hyper equipped,As new,751 m² ,No
Villa for sale,9890 — Gavere,"€795,000",3 bedrooms | 201 m² ,3 bedrooms,No,Hyper equipped,As new,600 m² ,No
Mansion for sale,Martelaarslaan 439,"€819,000",4 bedrooms | 310 m² ,4 bedrooms,No,Hyper equipped,As new,600 m² ,No
Villa for sale,8560 — Wevelgem,"€850,000",5 bedrooms | 369 m² ,5 bedrooms,No,Installed,Good,600 m² ,No
Exceptional property for sale,Sterrenwacht 147,"€935,000",5 bedrooms | 510 m² ,5 bedrooms,No,Installed,Good,600 m² ,No
Mansion for sale,Lostraat 27,"€950,000",5 bedrooms | 320 m² ,5 bedrooms,No,Installed,Just renovated,600 m² ,No
Apartment block for sale,2610 — Wilrijk,"€985,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,Good,600 m² ,No
House for sale,Jan Van Rijswijcklaan 49,"€995,000",5 bedrooms | 350 m² ,5 bedrooms,No,Installed,As new,600 m² ,No
Country house for sale,9550 — Herzele,"€1,049",4 bedrooms | 365 m² ,4 bedrooms,No,Hyper equipped,As new,600 m² ,No
Villa for sale,Antwerpsesteenweg 328,"€1,050",7 bedrooms | 652 m² ,7 bedrooms,No,Hyper equipped,Just renovated,600 m² ,No
Apartment block for sale,"Franklin Rooseveltlaan 504,","€1,095",5 bedrooms | 240 m² ,5 bedrooms,No,Installed,Good,600 m² ,No
Villa for sale,Chaussee de Waterloo 1270,"€1,295",5 bedrooms | 350 m² ,5 bedrooms,No,Installed,Just renovated,200 m² ,No
Villa for sale,Oostmolenstraat 51,"€1,295",4 bedrooms | 482 m² ,4 bedrooms,No,Installed,Just renovated,200 m² ,No
Country house for sale,Tieltsteenweg 21,"€1,299",4 bedrooms | 294 m² ,4 bedrooms,No,Installed,As new,200 m² ,No
Manor house for sale,De Winning 32,"€1,350",3 bedrooms | 330 m² ,3 bedrooms,No,Installed,As new,200 m² ,No
House for sale,Prins Boudewijnlaan 20,"€1,450",4 bedrooms | 830 m² ,4 bedrooms,Yes,Installed,As new,200 m² ,No
Exceptional property for sale,Heilige-Geeststraat 3,"€1,950",8 bedrooms | 540 m² ,8 bedrooms,Yes,Installed,As new,32 m² ,No
House for sale,Kastanjeboslaan 44,"€2,350",6 bedrooms | 632 m² ,6 bedrooms,Yes,Installed,As new,32 m² ,No
House for sale,1050 — Ixelles,"€2,950",2 bedrooms | 720 m² ,2 bedrooms,No,Hyper equipped,As new,32 m² ,No
House for sale,Brabonçonnestraat 30-32,"€3,750",16 bedrooms | 750 m² ,16 bedrooms,No,Semi equipped,As new,32 m² ,No
Villa for sale,Golflaan 19,"€3,900",6 bedrooms | 618 m² ,6 bedrooms,No,Semi equipped,As new,32 m² ,No
Castle for sale,Zoerselhofdreef 40,"€4,950",5 bedrooms | 1079 m² ,5 bedrooms,No,Installed,As new,32 m² ,No
House for sale,Rue Froide 21,"€229,000",2 bedrooms | 120 m² ,2 bedrooms,No,Semi equipped,Good,32 m² ,No
House for sale,Rue Branche Planchard 12,"€70,000",4 bedrooms | 193 m² ,4 bedrooms,No,Semi equipped,Good,32 m² ,No
House for sale,Rue de l'Hospice 10,"€130,000",3 bedrooms | 142 m² ,3 bedrooms,No,Semi equipped,Good,32 m² ,No
House for sale,Wijtschatestraat 7,"€235,000",3 bedrooms | 148 m² ,3 bedrooms,No,Semi equipped,Just renovated,32 m² ,No
House for sale,Woestijnestraat 7,"€295,000",3 bedrooms | 204 m² ,3 bedrooms,No,Semi equipped,Just renovated,32 m² ,No
House for sale,Rue de Jupille 17,"€297,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,Good,32 m² ,No
House for sale,Keiemdorpstraat 26,"€320,000",3 bedrooms | 152 m² ,3 bedrooms,No,Installed,Just renovated,32 m² ,No
Bungalow for sale,rue de L'aviation 55,"€178,000",2 bedrooms | 70 m² ,2 bedrooms,No,Installed,Just renovated,115 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,Just renovated,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,Just renovated,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Bugtenpad 27,"€276,075",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,As new,368 m² ,Yes
House for sale,Tombroekstraat 249,"€293,250",4 bedrooms | 151 m² ,4 bedrooms,No,Hyper equipped,As new,368 m² ,Yes
House for sale,Brugsestraat 160,"€310,000",3 bedrooms | 164 m² ,3 bedrooms,No,Hyper equipped,As new,368 m² ,Yes
House for sale,Schalkstraat 4d,"€328,210",3 bedrooms | 147 m² ,3 bedrooms,No,Not installed,As new,368 m² ,Yes
House for sale,Schalkstraat 4a,"€331,785",3 bedrooms | 147 m² ,3 bedrooms,No,Not installed,As new,368 m² ,Yes
House for sale,Schalkstraat 4b,"€332,410",3 bedrooms | 153 m² ,3 bedrooms,No,Not installed,As new,368 m² ,Yes
House for sale,Schalkstraat 4c,"€332,410",3 bedrooms | 153 m² ,3 bedrooms,No,Not installed,As new,368 m² ,Yes
House for sale,Molenstraat,"€339,000",3 bedrooms | 192 m² ,3 bedrooms,No,Installed,As new,33 m² ,Yes
House for sale,Hamstraat 46,"€342,866",3 bedrooms | 197 m² ,3 bedrooms,No,Installed,As new,33 m² ,Yes
House for sale,hoevensebaan 64,"€349,000",3 bedrooms | 109 m² ,3 bedrooms,No,Installed,As new,53 m² ,Yes
House for sale,Paepestraat 111 - 119,"€357,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,As new,53 m² ,Yes
House for sale,Baeckelmansstraat 40B Box Lot 6,"€394,400",3 bedrooms | 182 m² ,3 bedrooms,No,Hyper equipped,As new,53 m² ,Yes
House for sale,Baeckelmansstraat 40B Box Lot 4,"€394,400",3 bedrooms | 182 m² ,3 bedrooms,No,Hyper equipped,As new,53 m² ,Yes
House for sale,Baeckelmansstraat 56 Box Lot 2,"€394,400",3 bedrooms | 182 m² ,3 bedrooms,No,Hyper equipped,As new,53 m² ,Yes
House for sale,Wenigerstraat 37,"€395,000",3 bedrooms | 173 m² ,3 bedrooms,No,Hyper equipped,As new,76 m² ,Yes
House for sale,Fabriekstraat 38,"€398,900",2 bedrooms | 164 m² ,2 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Paepestraat 111 - 119,"€399,000",3 bedrooms | 145 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Baeckelmansstraat 40B Box Lot 5,"€404,600",3 bedrooms | 162 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Baeckelmansstraat 40B Box Lot 3,"€404,600",3 bedrooms | 162 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Paepestraat 111 - 119,"€433,000",4 bedrooms | 160 m² ,4 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
Villa for sale,Brakelsesteenweg 567,"€437,692",3 bedrooms | 221 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Paepestraat 111 - 119,"€443,000",4 bedrooms | 160 m² ,4 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
Villa for sale,Brakelsesteenweg 567,"€461,272",3 bedrooms | 246 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,Sint Jansbergsteenweg 40B,"€595,400",3 bedrooms | 240 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
Exceptional property for sale,1410 — Waterloo,"€1,550",6 bedrooms | 600 m² ,6 bedrooms,No,Hyper equipped,As new,35 m² ,Yes
House for sale,6200 — Châtelet,"€85,000",2 bedrooms | 78 m² ,2 bedrooms,No,Hyper equipped,To renovate,35 m² ,Yes
House for sale,"Nieuwstraat 23,","€195,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To renovate,35 m² ,Yes
House for sale,Koning Albertstraat 44,"€270,000",3 bedrooms | 176 m² ,3 bedrooms,No,Hyper equipped,As new,35 m² ,No
House for sale,Langstraat 5,"€449,000",5 bedrooms | 240 m² ,5 bedrooms,No,Hyper equipped,As new,200 m² ,No
House for sale,"Vijverwegel 27,","€549,000",5 bedrooms | 259 m² ,5 bedrooms,No,Installed,As new,144 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,As new,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,As new,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Rabautstraat 45,"€159,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Mersenhovenstraat 26,"€175,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,"Wagenmakersstraat 2,J","€300,000",2 bedrooms,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Nekkersvijverstraat 135,"€339,000",4 bedrooms | 151 m² ,4 bedrooms,No,Installed,As new,751 m² ,No
House for sale,"Kapellestraat 106,","€375,000",3 bedrooms,3 bedrooms,No,Installed,As new,751 m² ,No
House for sale,6180 — Courcelles,"€89,900",3 bedrooms | 109 m² ,3 bedrooms,No,Not installed,To renovate,150 m² ,No
House for sale,Pastoor Paquaylaan 72,"€90,000",3 bedrooms,3 bedrooms,No,Not installed,To renovate,150 m² ,No
House for sale,6180 — Courcelles,"€189,900",2 bedrooms | 117 m² ,2 bedrooms,No,Semi equipped,Good,150 m² ,No
House for sale,Polderstraat 16,"€380,000",4 bedrooms,4 bedrooms,No,Semi equipped,To renovate,150 m² ,No
Villa for sale,Hoevestraat 27,"€475,000",3 bedrooms | 195 m² ,3 bedrooms,No,Hyper equipped,Just renovated,150 m² ,No
Villa for sale,1380 — LASNE-CHAPELLE-SAINT-LAMBERT,"€1,950",5 bedrooms | 475 m² ,5 bedrooms,No,Hyper equipped,As new,150 m² ,No
House for sale,Chaussée Solvay 16,"€25,000",1 bedroom,1 bedroom,No,Hyper equipped,As new,150 m² ,No
House for sale,Rue Fivé 78,"€55,000",2 bedrooms | 107 m² ,2 bedrooms,No,Hyper equipped,As new,150 m² ,No
House for sale,7700 — Mouscron,"€165,000",2 bedrooms | 160 m² ,2 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Stationsstraat 7/8C,"€369,500",4 bedrooms | 127 m² ,4 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Stationsstraat 6/B6,"€387,500",4 bedrooms | 127 m² ,4 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Stationsstraat 6/9C,"€392,000",4 bedrooms | 127 m² ,4 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Stationsstraat 6/C10,"€428,000",4 bedrooms | 126 m² ,4 bedrooms,No,Installed,To be done up,130 m² ,No
House for sale,Valerius De Saedeleerstraat 67,"€169,000",2 bedrooms | 150 m² ,2 bedrooms,No,Installed,To renovate,130 m² ,No
House for sale,Knesselarestraat 136,"€289,000",2 bedrooms,2 bedrooms,No,Installed,As new,130 m² ,No
House for sale,"Watergangstraat 3,","€300,000",3 bedrooms | 114 m² ,3 bedrooms,No,USA installed,As new,130 m² ,No
Mansion for sale,Molenstraat 45,"€2,295",5 bedrooms | 759 m² ,5 bedrooms,No,Hyper equipped,As new,130 m² ,No
House for sale,Westeindestraat 35 Box A,"€150,000",2 bedrooms | 113 m² ,2 bedrooms,No,Hyper equipped,To restore,130 m² ,No
House for sale,Keerbaan 69,"€165,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To restore,130 m² ,No
House for sale,de Robianostraat 158,"€175,000",2 bedrooms | 122 m² ,2 bedrooms,No,Hyper equipped,To restore,130 m² ,No
House for sale,Volkensvoortstraat 70,"€175,000",2 bedrooms | 128 m² ,2 bedrooms,No,Hyper equipped,To restore,130 m² ,No
House for sale,"Tempeliersstraat 7,","€369,000",4 bedrooms | 140 m² ,4 bedrooms,No,Hyper equipped,To restore,130 m² ,No
Apartment block for sale,"Place d'Arenberg, 29 Box 0","€375,000",4 bedrooms | 533 m² ,4 bedrooms,No,Installed,To restore,130 m² ,No
House for sale,9200 — Oudegem,"€525,000",5 bedrooms | 292 m² ,5 bedrooms,No,Installed,As new,130 m² ,No
House for sale,Kasteelstraat 26,"€625,000",3 bedrooms | 210 m² ,3 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,4910 — Theux,"€695,000",3 bedrooms | 157 m² ,3 bedrooms,No,Installed,Good,110000 m² ,No
Apartment block for sale,1000 — BRUXELLES,"€1,595",450 m² ,1 bathroom,No,Not installed,Good,110000 m² ,No
Town-house for sale,Pannenhuisstraat 194,"€475,000",3 bedrooms | 180 m² ,3 bedrooms,No,Not installed,Just renovated,110000 m² ,No
House for sale,Rietgracht 11,"€215,244",3 bedrooms,3 bedrooms,No,Not installed,Just renovated,110000 m² ,No
House for sale,Rietgracht 7,"€232,247",3 bedrooms,3 bedrooms,No,Not installed,Just renovated,110000 m² ,No
House for sale,Jules Leroystraat 10,"€255,087",3 bedrooms | 139 m² ,3 bedrooms,No,Not installed,Just renovated,110000 m² ,No
House for sale,Rue des Sarts 154,"€35,000",1 bedroom,1 bedroom,No,Not installed,Just renovated,110000 m² ,No
House for sale,7012 — Jemappes,"€50,000",1 bedroom | 89 m² ,1 bedroom,No,Not installed,To renovate,110000 m² ,No
House for sale,Baronstraat 95,"€56,000",2 bedrooms | 86 m² ,2 bedrooms,No,Not installed,To renovate,110000 m² ,No
House for sale,Kinderlaan 19,"€72,200",2 bedrooms | 41 m² ,2 bedrooms,No,Installed,As new,110000 m² ,No
House for sale,7387 — Angre,"€75,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,1 m² square meter,No
House for sale,Rue du Village 73,"€80,000",4 bedrooms,4 bedrooms,No,Installed,To renovate,1 m² square meter,No
House for sale,Rue des Maisons Brûlées 6,"€80,000",4 bedrooms | 179 m² ,4 bedrooms,No,Installed,To renovate,1 m² square meter,No
House for sale,Rue des Ecoles 56,"€80,000",4 bedrooms | 162 m² ,4 bedrooms,No,Not installed,To renovate,1 m² square meter,No
House for sale,7080 — Frameries,"€80,000",1 bedroom | 59 m² ,1 bedroom,No,Not installed,To renovate,1 m² square meter,No
House for sale,7300 — Boussu,"€90,000",3 bedrooms | 125 m² ,3 bedrooms,No,Not installed,To renovate,1 m² square meter,No
House for sale,Rue d'Andenne 12,"€100,000",3 bedrooms | 142 m² ,3 bedrooms,No,Not installed,To renovate,1 m² square meter,No
House for sale,7380 — QUI?VRAIN,"€100,000",3 bedrooms | 150 m² ,3 bedrooms,No,Not installed,To be done up,1 m² square meter,No
Farmhouse for sale,Joseph Piette 109,"€109,000",1 bedroom,1 bedroom,No,Not installed,To renovate,1 m² square meter,No
Apartment block for sale,rue Chevy 32 Box 21,"€110,000",1 bedroom | 60 m² ,1 bedroom,No,Not installed,To renovate,1 m² square meter,No
House for sale,5660 — Mariembourg,"€118,000",2 bedrooms | 84 m² ,2 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,7700 — Mouscron,"€119,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,7080 — Frameries,"€120,000",3 bedrooms | 177 m² ,3 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,Turnhoutsebaan 84,"€125,000",2 bedrooms,2 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,Solveld 71,"€125,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,Joubiéval 44,"€125,000",4 bedrooms | 214 m² ,4 bedrooms,No,Installed,To renovate,10 m² ,No
House for sale,7730 — Saint-Léger,"€129,000",1 bedroom | 71 m² ,1 bedroom,No,Installed,To be done up,42 m² ,No
House for sale,7730 — Bailleul,"€129,000",4 bedrooms | 142 m² ,4 bedrooms,No,Semi equipped,To be done up,42 m² ,No
House for sale,Chaussee de Chatelet 24,"€130,000",3 bedrooms | 108 m² ,3 bedrooms,No,Installed,To be done up,42 m² ,No
House for sale,Rue Saint-Feuillin 9,"€130,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,To be done up,80 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,7370 — WIH?RIES,"€130,000",2 bedrooms | 133 m² ,2 bedrooms,No,USA hyper equipped,To renovate,751 m² ,Yes
House for sale,Rue du Palais 132,"€135,000",6 bedrooms,6 bedrooms,No,USA hyper equipped,To renovate,751 m² ,Yes
Town-house for sale,Rue De L'industrie 42,"€135,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,7700 — Mouscron,"€135,000",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Good,751 m² ,No
House for sale,YOKY 12,"€139,999",2 bedrooms,2 bedrooms,No,Installed,Just renovated,1490 m² ,No
House for sale,"Loodwitstraat 39,","€140,000",2 bedrooms | 59 m² ,2 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Place de Chantraine 33,"€149,000",4 bedrooms | 255 m² ,4 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Grote Markt 24/26,"€150,000",3 bedrooms,3 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,7340 — WASMES,"€150,000",4 bedrooms | 127 m² ,4 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Notelaarstraat 49,"€150,000",2 bedrooms,2 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Rue Wauters 39,"€155,000",3 bedrooms,3 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Rue d'Angleterre 9,"€160,000",4 bedrooms,4 bedrooms,No,Installed,Good,1490 m² ,No
House for sale,Polderstraat 22,"€169,000",4 bedrooms | 110 m² ,4 bedrooms,No,Semi equipped,To renovate,1490 m² ,No
House for sale,"Winkelsestraat 52,","€175,000",2 bedrooms,2 bedrooms,No,Installed,Good,267 m² ,No
House for sale,Brusselbaan 147,"€175,000",4 bedrooms | 220 m² ,4 bedrooms,No,Semi equipped,To renovate,450 m² ,No
House for sale,Rue de Corbeau 23,"€179,000",4 bedrooms | 145 m² ,4 bedrooms,No,Semi equipped,Good,450 m² ,No
House for sale,4031 — Angleur,"€185,000",3 bedrooms | 125 m² ,3 bedrooms,No,Semi equipped,Good,84 m² ,No
House for sale,7700 — Mouscron,"€189,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,As new,90 m² ,No
House for sale,Rue Henri-Jacques Proumen 13,"€190,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,90 m² ,No
