Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
House for sale,Zonnestraat 508,"€125,000",2 bedrooms | 175 m² ,2 bedrooms,No,Not installed,To renovate,39 m² ,No
House for sale,Victorlaan Aalduiker,"€195,000",2 bedrooms,2 bedrooms,No,Installed,To renovate,39 m² ,No
Villa for sale,Schonekeerstraat 167,"€295,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,Good,39 m² ,No
Villa for sale,De Hulsten 51,"€569,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,Good,39 m² ,No
House for sale,Brederodestraat 129,"€639,000",5 bedrooms | 276 m² ,5 bedrooms,No,Installed,Good,39 m² ,No
AntonyTuin,"Mariakerkelaan 322,","€6,250",3 bedrooms | 123 m² ,3 bedrooms,No,Installed,Good,39 m² ,No
bouwgronden en nieuwe won,Boterstraat,"€67,678",3 - 4 bedrooms,3 - 4 bedrooms,No,Installed,Good,39 m² ,No
Hélécine,Rue Eugène Branckotte,"€68,000",2 - 4 bedrooms | 146 - 180 m² ,2 - 4 bedrooms,No,Installed,Good,39 m² ,No
nieuwe woningen en bouwgr,Molenstraat,"€81,792",3 bedrooms,3 bedrooms,No,Installed,Good,39 m² ,No
Bouwgronden en nieuwe won,Eekhoute,"€82,880",3 bedrooms,3 bedrooms,No,Installed,Good,39 m² ,No
bouwgronden en nieuwe won,Aartrijksestraat,"€84,130",3 - 4 bedrooms,3 - 4 bedrooms,No,Installed,Good,39 m² ,No
Bouwgronden en nieuwe won,Vijvestraat,"€88,740",3 - 4 bedrooms,3 - 4 bedrooms,No,Installed,Good,39 m² ,No
bouwgronden en nieuwe won,Kazandstraat,"€89,467",4 bedrooms,4 bedrooms,No,Installed,Good,39 m² ,No
nieuwe woningen en bouwgr,Kruiersstraat,"€107,060",3 bedrooms,3 bedrooms,No,Installed,Good,39 m² ,No
Bouwgronden en nieuwe won,Zonnebekestraat,"€128,775",3 - 4 bedrooms,3 - 4 bedrooms,No,Installed,Good,39 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,39 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,39 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,39 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,39 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,39 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,39 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
C' Shell,Honoré Borgerstraat,"€128,900",1 - 3 bedrooms | 130 m² ,1 - 3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
bouwgronden en nieuwbouww,Torkonjestraat,"€144,317",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Eringhem,"Akkerbeekstraat 0,","€149,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
"Nieuwe woning & gronden,",Cipressenstraat,"€151,177",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Bouwgrond en nieuwe wonin,Te Groeneweghe,"€162,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Eco-quartier Boncelles,Rue d'Ougrée,"€206,954",2 - 4 bedrooms | 101 - 166 m² ,2 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Nieuwe woningen op fietsa,Hendrik Consciencelaan 15,"€212,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Domaine des Papillons,Rue de la Station,"€213,000",1 bedroom,1 bedroom,No,Semi equipped,Good,39 m² ,Yes
Saint-Nicolas - Rue Thiou,Rue Thiou,"€216,800",3 - 4 bedrooms | 127 - 210 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Rue De La Taillette,"€220,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Ninovestraat - Clementine de Niestraat,"€230,000",5 bedrooms | 167 m² ,5 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen in een ru,Mesenstraat,"€230,610",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Verkaveling Borstelstraat Houthulst,"Borstelstraat 14,","€232,750",3 bedrooms | 134 - 136 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen pal onder,Meersstraat,"€233,558",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Hertstraat 15-21,Hertstraat 15-21,"€235,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Nieuwbouw woonsite HUBA,Geraardsbergsesteenweg 155,"€238,000",2 - 3 bedrooms | 94 - 120 m² ,2 - 3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
De Statie,Beeklaan 1,"€238,630",2 bedrooms | 114 - 128 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Molenstraat 105,"€239,284",4 bedrooms,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Ruiselede fase 3,"Jasmijnstraat 1,","€242,000",3 bedrooms | 156 - 163 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Ephrem Delmottestraat,"€245,000",3 bedrooms | 129 - 131 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Honzebrouckstraat -,"€245,400",1 - 4 bedrooms,1 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Kleppestraat 112,"€245,665",3 bedrooms | 116 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Nieuwenhove,Alcide de Gasperilaan,"€247,964",3 bedrooms | 114 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Frambozenstraat 1,"€249,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
VERKAVELING HONZEBROUCK,Honzebroekstraat 244,"€249,000",3 - 4 bedrooms | 120 - 133 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Project Sogeta,Jutestraat 1-9,"€250,000",3 bedrooms | 127 - 146 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Gentstraat 163,"€252,905",3 bedrooms | 131 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Les Oliviers Woningen - F,Rue du Vicinal,"€255,000",3 bedrooms | 125 - 142 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Madelon,Dwarsstraat 2,"€255,000",3 - 4 bedrooms,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
"Hector Olivierstraat, 8480 Eernegem","Hector Olivierstraat 0,","€255,750",3 bedrooms | 154 - 168 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Semi equipped,As new,39 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,39 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,39 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,39 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,39 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,39 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Chemin Du Tour,"€256,500",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen met prach,Vladslostraat,"€261,440",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Pierine Coopmansstraat 1,"€261,877",3 bedrooms | 136 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Jemeppe - Rue Xhavée,Rue Xhavee,"€265,500",3 bedrooms | 140 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Ch. Cappellestraat 44,"€266,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Mgr. Schottestraat 40,"€267,750",3 bedrooms | 132 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Ans - Rue Haut-Douy (Mais,Rue Haut-Douy,"€270,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,De Bleekput 52,"€272,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
VERKAVELING HONZEBROUCK,Honzebroekstraat 244,"€272,000",3 - 4 bedrooms | 130 - 140 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
WETTEREN - Project SVENDS,Oosterzelesteenweg 75,"€273,461",3 bedrooms | 143 - 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
VERKAVELING HONZEBROUCK,Honzebroekstraat 244,"€274,000",3 - 4 bedrooms | 112 - 130 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen vlak bij,Sussexstraat,"€274,363",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
HalleRiet,Odiel Defraeyestraat,"€274,500",3 - 4 bedrooms | 156 - 190 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Caserne de Saive,Rue Cahorday,"€275,000",3 - 4 bedrooms | 133 - 203 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Leuzesesteenweg 391-399,"€275,000",3 bedrooms | 135 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Bovenhoek zn,"€275,000",3 bedrooms | 140 - 151 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
VERKAVELING HONZEBROUCK,Honzebroekstraat 244,"€276,000",4 bedrooms | 138 - 148 m² ,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Gentstraat 163,"€277,500",3 bedrooms | 130 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
VERKAVELING HONZEBROUCK,Honzebroekstraat 244,"€278,000",4 bedrooms | 132 m² ,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Oude Brugseweg 128,"€279,500",3 - 4 bedrooms | 137 - 174 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Gentstraat 163,"€279,650",3 bedrooms | 131 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Kattestraat,"€283,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,De Patine 24,"€284,313",3 bedrooms | 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Wellens Wonen,De Rijten,"€284,450",3 bedrooms | 132 - 137 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Green C - The Villa's,Rose D'Ivrypark,"€285,000",2 - 3 bedrooms | 86 - 134 m² ,2 - 3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Lindendries X,"€285,000",3 bedrooms | 133 - 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
bouwgronden en nieuwe won,Molenstraat,"€285,155",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Maison clé sur porte,Rue les bocages,"€288,300",3 bedrooms | 138 - 163 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Groenstraat 20,"€289,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Zandvoordsestraat Oudenburg,"Zandvoordsestraat 75,","€289,010",3 bedrooms | 126 - 128 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Semi equipped,As new,39 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,39 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,39 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,39 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,39 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,39 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Albert Sercustraat 26,"€289,522",3 bedrooms | 149 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Roclenge - Rue Jean Derri,Rue J. Derriks,"€290,500",3 - 4 bedrooms | 167 - 268 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Gentstraat 163,"€292,500",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen in rustig,Izegemseaardeweg 138,"€293,248",3 - 4 bedrooms,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
nieuwe woningen met vlott,Steenbrugstraat,"€293,512",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
HUIS WOUTERS,Markt 9,"€294,915",4 bedrooms | 141 - 155 m² ,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Eringhem,"Akkerbeekstraat 0,","€295,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Louis Genot,Rue Louis Genot,"€295,801",3 bedrooms | 144 - 146 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Hogendaledreef 1,"€296,845",3 bedrooms | 121 - 128 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Belgrade Phase 2,Rue de la Boverie,"€299,000",3 bedrooms | 137 - 219 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Schoendalestraat 165,"€299,000",3 - 4 bedrooms | 151 - 184 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Project Aalbeke,"Moeskroensesteenweg 257,","€301,100",3 bedrooms | 139 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Transvaalstraat 30,"€301,412",3 bedrooms | 145 - 148 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
bouwgronden en nieuwe won,Ter Schabbe,"€301,604",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Vilsterbron 10,"€302,500",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,8800 — Roeselare,"€303,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
"Nieuwe, moderne woningen",Kortemarkstraat,"€303,445",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Gentstraat 163,"€303,500",3 bedrooms | 162 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
LALYS: je droom binnen handbereik,Pontstraat,"€305,000",3 - 4 bedrooms,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Boterberg - Nieuwerkerken,Driesstraat,"€306,447",3 bedrooms | 139 - 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Hogendaledreef 1,"€307,343",3 bedrooms | 124 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Bruggestraat 103,"€310,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Hoogstraat 91,"€310,000",3 bedrooms | 170 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Wonen in 't park - Boutersem,Nieuwstraat 27,"€313,599",3 bedrooms | 112 - 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
ESCANAFFLES 4330105,Rue Pont a l'Haye,"€315,000",3 bedrooms | 159 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Schollaertshof 23,"€315,000",3 - 4 bedrooms | 173 - 174 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Woonproject Olympia,Rijksweg 57,"€315,000",2 - 4 bedrooms | 132 - 193 m² ,2 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Hogendaledreef 1,"€315,130",3 bedrooms | 121 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Eksterlaar 1,"€316,937",2 - 4 bedrooms,2 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Schuwe-Maandagstraat 1,"€318,555",3 bedrooms | 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Belgrade Maisons,Rue Antoine Nélis,"€319,000",3 - 4 bedrooms | 164 - 219 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Ernest Solvaystraat 37,"€319,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Gitsstraat 42 te Torhout,Gitsstraat 42,"€320,000",3 bedrooms | 168 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Steenstraat -,"€320,200",4 bedrooms,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Ter Yde,"€321,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Paardestraat -,"€324,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Bolderik,Klaproosstraat,"€324,000",3 - 4 bedrooms | 175 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Saint Joseph BE,8300 — Knokke-Heist,"€325,000",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
GroeneMeer,Trotstraat,"€327,700",3 - 5 bedrooms | 143 - 182 m² ,3 - 5 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Champ du Tordoir FIII,Chaussée de Mons-Rue de Stimbert,"€329,624",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Project Astravorm,Ternatsestraat,"€330,928",3 bedrooms | 151 - 185 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Izegem Forum,Forum,"€332,277",3 bedrooms | 127 - 251 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Monnikenveld 7,"€332,852",3 bedrooms | 142 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Monnikenveld 7,"€333,321",3 bedrooms | 139 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Stijn Streuvelsstraat 6,"€333,760",3 bedrooms | 133 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Steenberg,Steenberg,"€335,000",3 bedrooms | 132 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Kalbergstraat 79,"€335,387",3 bedrooms | 156 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Monnikenveld 7,"€336,852",3 bedrooms | 142 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Elzenstraat 7,"€339,000",3 bedrooms | 152 - 162 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Tuinen van Eden,Krijgslaan,"€339,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
J.B. Coomansstraat - BEN woningen te Berlaar,J.B. Coomansstraat,"€340,000",3 bedrooms | 167 - 174 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
projet-martin,Rue Lieutenant de Saint-Martin 5-7-9,"€340,000",3 bedrooms | 210 - 330 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Korrestraat 12,"€340,256",3 bedrooms | 133 - 157 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Monnikenveld 18,"€342,785",3 bedrooms | 135 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Monnikenveld 18,"€342,785",3 bedrooms | 135 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
LEEUWHOF - PROJ FASE 2,Dwarsstraat,"€344,630",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Kloostertuin Woningen,"Zaffelare-Dorp 2,","€345,900",3 bedrooms | 150 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Lebeke 202,Lebeke 202,"€345,900",3 bedrooms | 147 - 159 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
MAISONS DU MANOIR II,"Uilstraat 2,","€347,000",3 bedrooms | 146 - 148 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
LEEUWHOF - PROJ FASE 3,Dwarsstraat,"€347,196",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Semi equipped,As new,39 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,39 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,39 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,39 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,39 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,39 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Geneverpiete woningen,"Geneverpiete 1,","€347,500",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Koolaerdstraat 148,"€347,500",3 bedrooms | 160 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Korrestraat 12,"€347,698",3 bedrooms | 130 - 167 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Vrijdaghoek 8,"€348,000",3 bedrooms | 154 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
2 nieuwe woningen,Heulselaan,"€348,528",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
trendy nieuwbouwwoningen,Koevoet,"€348,871",3 bedrooms,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Langepad 55,"€349,000",3 bedrooms | 156 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Nachtegaalstraat 29,"€349,000",3 - 5 bedrooms | 152 - 197 m² ,3 - 5 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Maisons neuves à Wierde,Rue de Jausse,"€349,000",3 - 5 bedrooms | 150 - 230 m² ,3 - 5 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Brugge Gulden Roos,Rozendal,"€349,000",2 bedrooms | 127 - 128 m² ,2 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Kloosterstraat 93,"€349,050",3 bedrooms | 155 - 167 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Oostendestraat 227,"€350,000",3 bedrooms | 188 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Kerkstraat 1,"€350,000",3 bedrooms | 119 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Emiel Fleerackerslaan 14,"€351,500",3 - 4 bedrooms | 135 - 143 m² ,3 - 4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Dorpsstraat 125,"€352,855",3 bedrooms | 125 - 128 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Moderne woningen te Gompe,O.L.Vrouwstraat,"€354,413",3 bedrooms | 164 - 176 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Nieuwe woningen in rustig,Bosstraat,"€354,643",4 bedrooms,4 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,R.Veremanslaan 8,"€356,000",3 bedrooms | 172 - 180 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Project Sint-Jozef,Oude Stationsstraat 53,"€358,939",2 - 3 bedrooms | 97 - 141 m² ,2 - 3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
New real estate project - Houses for sale,Paddepoel 1,"€359,000",3 bedrooms | 216 - 218 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Bitterstraat Jabbeke,"Bitterstraat 4,","€360,000",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
Bitterstraat Jabbeke,"Bitterstraat 4,A","€360,000",3 bedrooms | 129 m² ,3 bedrooms,No,Semi equipped,Good,39 m² ,Yes
